latitude,longitude,cluster
37.66491,-122.46936,3
37.66486,-122.46936,3
37.66488,-122.46936,3
37.66484,-122.46935,3
37.66484,-122.46938,3
37.66487,-122.46942,3
37.66479,-122.46919,3
37.66487,-122.46936,3
37.66482,-122.46929,3
37.66482,-122.46926,3
37.66455,-122.46887,3
37.67143,-122.4671,3
37.68427,-122.47163,3
37.69829,-122.47162,3
37.71049,-122.46455,3
37.7162,-122.44934,3
37.72878,-122.44274,3
37.73179,-122.42673,3
37.7328,-122.41357,3
37.74456,-122.40551,3
37.75828,-122.40523,3
37.76908,-122.40962,3
37.7719,-122.42343,3
37.7751,-122.42427,3
37.77587,-122.42385,3
37.77756,-122.42317,3
37.7843,-122.42451,3
37.78917,-122.42541,3
37.79335,-122.42633,3
37.79537,-122.42648,3
37.79582,-122.4232,3
37.79787,-122.42207,3
37.79802,-122.4206,3
37.79343,-122.41962,3
37.78916,-122.41874,3
37.78511,-122.41797,3
37.78459,-122.41527,3
37.78534,-122.40937,3
37.78335,-122.40715,3
37.78083,-122.40405,3
37.77782,-122.4065,3
37.77533,-122.40973,3
37.77533,-122.40974,3
37.77533,-122.40973,3
37.77534,-122.40972,3
37.7754,-122.40961,3
37.77639,-122.41167,3
37.77969,-122.41506,3
37.78151,-122.41864,3
37.78421,-122.41938,3
37.78413,-122.41932,3
37.78887,-122.42036,3
37.79079,-122.42072,3
37.79129,-122.41916,3
37.79117,-122.4191,3
37.78764,-122.41838,3
37.78341,-122.41761,3
37.7833,-122.41783,3
37.78328,-122.41924,3
37.78328,-122.41924,3
37.78426,-122.41937,3
37.78604,-122.41882,3
37.78686,-122.41122,3
37.78761,-122.41,3
37.78786,-122.41175,3
37.78716,-122.41763,3
37.78857,-122.42025,3
37.79055,-122.42096,3
37.79031,-122.4226,3
37.7901,-122.42419,3
37.78981,-122.42643,3
37.78888,-122.43409,3
37.78813,-122.43995,3
37.7858,-122.44333,3
37.78526,-122.44674,3
37.782,-122.45025,3
37.78129,-122.45665,3
37.78035,-122.47757,3
37.77408,-122.47792,3
37.77412,-122.47792,3
37.7855,-122.47276,3
37.79659,-122.46959,3
37.80318,-122.46894,3
37.80397,-122.45373,3
37.79906,-122.44281,3
37.79963,-122.43717,3
37.79963,-122.43717,3
37.79962,-122.43718,3
37.80072,-122.42978,3
37.80093,-122.42623,3
37.79895,-122.42576,3
37.79494,-122.42497,3
37.7933,-122.42462,3
37.78965,-122.42237,3
37.79472,-122.4233,3
37.79637,-122.42191,3
37.79638,-122.4219,3
37.79735,-122.42208,3
37.80042,-122.42277,3
37.80066,-122.42264,3
37.79844,-122.42061,3
37.79599,-122.42008,3
37.79416,-122.41972,3
37.78991,-122.41882,3
37.79091,-122.41106,3
37.79157,-122.40549,3
37.78772,-122.40354,3
37.78693,-122.39819,3
37.78784,-122.39691,3
37.7881,-122.39668,3
37.78992,-122.39446,3
37.78946,-122.3917,3
37.78947,-122.39173,3
37.78787,-122.39371,3
37.78583,-122.39691,3
37.78675,-122.3985,3
37.78901,-122.40187,3
37.78912,-122.40281,3
37.78803,-122.41084,3
37.78664,-122.41476,3
37.78591,-122.41466,3
37.78389,-122.41425,3
37.78387,-122.41426,3
37.78445,-122.41591,3
37.78537,-122.40948,3
37.78692,-122.40982,3
37.78721,-122.40372,3
37.78485,-122.40037,3
37.78342,-122.3985,3
37.78424,-122.39591,3
37.7843,-122.39599,3
37.78477,-122.39493,3
37.78639,-122.39356,3
37.78606,-122.39424,3
37.78606,-122.39421,3
37.78688,-122.39401,3
37.78925,-122.39814,3
37.78616,-122.40221,3
37.78384,-122.40502,3
37.78078,-122.40894,3
37.77825,-122.41218,3
37.77829,-122.41223,3
37.77645,-122.41445,3
37.77519,-122.41318,3
37.77548,-122.41167,3
37.77552,-122.41166,3
37.77547,-122.41156,3
37.77887,-122.41495,3
37.77856,-122.41778,3
37.77818,-122.42056,3
37.77895,-122.42358,3
37.7859,-122.42483,3
37.79116,-122.42581,3
37.79348,-122.42637,3
37.79732,-122.42713,3
37.79866,-122.43105,3
37.79879,-122.4359,3
37.79973,-122.43606,3
