latitude,longitude,time,speed
37.75561,-122.41637,Thursday 29 May 01:02:04,0.0450814271009
37.7561,-122.41884,Thursday 29 May 01:03:06,0.0406150682249
37.75658,-122.41882,Thursday 29 May 01:03:28,0.0218371129989
37.76168,-122.41932,Thursday 29 May 01:04:33,0.0788377106173
37.76601,-122.41974,Thursday 29 May 01:05:32,0.0737342682573
37.76985,-122.41996,Thursday 29 May 01:06:39,0.0574074167226
37.77422,-122.41728,Thursday 29 May 01:07:38,0.086887016487
37.77607,-122.41481,Thursday 29 May 01:08:12,0.0907647249438
37.77734,-122.41326,Thursday 29 May 01:09:12,0.0333974383584
37.78208,-122.41,Thursday 29 May 01:10:12,0.0958807129255
37.78374,-122.40807,Thursday 29 May 01:11:13,0.0417325019615
37.78502,-122.40483,Thursday 29 May 01:12:17,0.0544324409244
37.78503,-122.40455,Thursday 29 May 01:12:40,0.0121816745446
37.78493,-122.40447,Thursday 29 May 01:12:41,0.128062484744
37.78609,-122.40197,Thursday 29 May 01:13:28,0.058638544915
37.78746,-122.40711,Thursday 29 May 01:16:48,0.0265972272991
37.78634,-122.41465,Thursday 29 May 01:17:51,0.120995701112
37.78632,-122.41533,Thursday 29 May 01:18:01,0.068029405407
37.7881,-122.41667,Thursday 29 May 01:19:08,0.0332537849352
37.78804,-122.41838,Thursday 29 May 01:19:32,0.0712938461581
37.78715,-122.42291,Thursday 29 May 01:20:32,0.0769433413479
37.78647,-122.42484,Thursday 29 May 01:21:33,0.0335457266329
37.77946,-122.42352,Thursday 29 May 01:22:33,0.11888661732
37.77349,-122.42232,Thursday 29 May 01:23:33,0.101490147305
37.77139,-122.42255,Thursday 29 May 01:24:33,0.0352092948588
37.76746,-122.42218,Thursday 29 May 01:25:33,0.0657896479529
37.76505,-122.42195,Thursday 29 May 01:25:57,0.100872926111
37.76504,-122.42193,Thursday 29 May 01:26:09,0.00186338998078
37.76487,-122.42399,Thursday 29 May 01:26:59,0.0413400532172
