latitude,longitude,cluster
37.77813,-122.39154,2
37.77677,-122.39375,2
37.77028,-122.3978,2
37.75726,-122.39245,2
37.75037,-122.39252,2
37.75193,-122.39487,2
37.75172,-122.39527,2
37.75168,-122.39526,2
37.75166,-122.39525,2
37.7517,-122.39525,2
37.75171,-122.39525,2
37.75171,-122.39527,2
37.7517,-122.39526,2
37.75128,-122.39527,2
37.75125,-122.3953,2
37.75123,-122.39529,2
37.75125,-122.39529,2
37.74973,-122.39706,2
37.74949,-122.40356,2
37.74839,-122.41082,2
37.74824,-122.41775,2
37.7486,-122.42255,2
37.75336,-122.42294,2
37.75526,-122.42311,2
37.75928,-122.42369,2
37.76645,-122.42433,2
37.76718,-122.42439,2
37.76954,-122.42459,2
37.76978,-122.42665,2
37.77339,-122.42803,2
37.77285,-122.43213,2
37.77286,-122.43214,2
37.77178,-122.43383,2
37.77225,-122.4292,2
37.77225,-122.4292,2
37.77447,-122.42702,2
37.77481,-122.42412,2
37.77517,-122.4213,2
37.78014,-122.42202,2
37.78662,-122.42203,2
37.78718,-122.41774,2
37.78825,-122.41065,2
37.78907,-122.40402,2
37.79087,-122.40275,2
37.79214,-122.40093,2
37.79491,-122.40074,2
37.79503,-122.40038,2
37.79212,-122.39961,2
37.78799,-122.39511,2
37.78519,-122.39415,2
37.78326,-122.39641,2
37.77893,-122.40098,2
37.76739,-122.40534,2
37.75381,-122.40308,2
37.72777,-122.40301,2
37.70161,-122.39357,2
37.66399,-122.39888,2
37.62525,-122.40202,2
37.61491,-122.38571,2
37.63447,-122.4031,2
37.63682,-122.40396,2
37.65023,-122.40669,2
37.67305,-122.39011,2
37.68662,-122.38994,2
37.70008,-122.39297,2
37.71321,-122.39637,2
37.72638,-122.40198,2
37.73856,-122.40057,2
37.75011,-122.39173,2
37.76379,-122.39269,2
37.7748,-122.40078,2
37.77818,-122.39668,2
37.77929,-122.3954,2
37.78042,-122.39472,2
37.78213,-122.39789,2
37.77855,-122.39695,2
37.77752,-122.3999,2
37.78038,-122.39691,2
37.77967,-122.39589,2
37.77965,-122.39574,2
37.77983,-122.39595,2
37.78086,-122.39543,2
37.78487,-122.40053,2
37.78403,-122.40451,2
37.78385,-122.40438,2
37.78385,-122.40438,2
37.78277,-122.40608,2
37.77763,-122.41295,2
37.77556,-122.41576,2
37.7717,-122.41999,2
37.76857,-122.42009,2
37.76659,-122.42178,2
37.76509,-122.42426,2
37.76178,-122.42396,2
37.7585,-122.42383,2
37.75211,-122.42301,2
37.75178,-122.42665,2
37.75161,-122.42887,2
37.75144,-122.43171,2
37.75143,-122.43198,2
37.7514,-122.43309,2
37.75273,-122.43424,2
